B,I_c
-7.376519480518599,0.106
-7.369632653060419,0.108
-7.36781395348034,0.11
-7.359999999999999,0.111317647058805
-7.345802816910529,0.11
-7.34,0.109346031744744
-7.321155555566239,0.108
-7.319999999999999,0.107861333332127
-7.3,0.107975956282342
-7.29025531916089,0.104
-7.2871242603496595,0.102
-7.28635471697758,0.106
-7.279999999999999,0.101283333334065
-7.269530434783969,0.102
-7.261461538470569,0.104
-7.26,0.104090476190964
-7.239999999999999,0.10509253731371
-7.229276595747019,0.102
-7.227082352927719,0.104
-7.22084931506617,0.096
-7.22,0.100961904761417
-7.22,0.096108771929348
-7.22,0.0959470085471558
-7.21082553190349,0.098
-7.21076571429148,0.1
-7.20455593219854,0.094
-7.199999999999999,0.092455172415527
-7.18,0.0928444444446467
-7.17422222221666,0.094
-7.169555555599549,0.096
-7.1601518987235,0.102
-7.1601518987235,0.102
-7.159999999999999,0.096661538463542
-7.159999999999999,0.101978181819697
-7.159999999999999,0.102013333332399
-7.159877551028959,0.102
-7.15362962961738,0.096
-7.14879999997401,0.092
-7.1453714285907495,0.094
-7.143080000000859,0.09
-7.14,0.0881882352904894
-7.13915789475246,0.088
-7.129000000004099,0.09
-7.119999999999999,0.0904131147543537
-7.119999999999999,0.0894857142846634
-7.119999999999999,0.0862666666669267
-7.11541818181244,0.09
-7.10400000004681,0.086
-7.10179999998321,0.088
-7.1,0.0881565217374889
-7.1,0.0865600000104857
-7.1,0.0858666666645862
-7.09869090910434,0.088
-7.085056603783269,0.082
-7.085056603783269,0.082
-7.079999999999999,0.0850711864416946
-7.079999999999999,0.0816328767116647
-7.079999999999999,0.0825955555556526
-7.06085714285776,0.082
-7.06,0.0848285714301318
-7.05976315789411,0.082
-7.0568073394444895,0.084
-7.05255172409379,0.08
-7.04,0.0797833333340648
-7.035717647064,0.08
-7.026882096064679,0.082
-7.02,0.0833133333312853
-7.008227642273289,0.078
-7.005801801791989,0.082
-7.00464367814507,0.08
-7.0015495495441,0.076
-7.0,0.0757560283698302
-6.99710924370501,0.076
-6.99140425534696,0.08
-6.987880239518399,0.078
-6.9799999999999995,0.0802928961747827
-6.97525663717018,0.08
-6.974108374382769,0.074
-6.96605479451165,0.076
-6.964144578304619,0.078
-6.962754716976019,0.072
-6.96,0.0717404444450979
-6.94119148932558,0.076
-6.94119148932558,0.076
-6.9399999999999995,0.0716927536220373
-6.9399999999999995,0.0759356321861225
-6.9399999999999995,0.0760321839069388
-6.9268022598888095,0.07
-6.92,0.069213071895259
-6.92,0.074180392158573
-6.92,0.0767193798448091
-6.91202649005896,0.07
-6.911486238534019,0.076
-6.906742857137799,0.068
-6.906742857137799,0.068
-6.8999999999999995,0.071061988303517
-6.8999999999999995,0.0674841530057389
-6.8999999999999995,0.06868405797103
-6.88523552123658,0.074
-6.88523552123658,0.074
-6.88452459019919,0.068
-6.88,0.0703069767441034
-6.88,0.0732338983053044
-6.88,0.0745445783131515
-6.872900523562979,0.074
-6.86149152541016,0.072
-6.859999999999999,0.0721333333320921
-6.85800000001397,0.072
-6.849680672261919,0.07
-6.8487169811302,0.066
-6.84501923076234,0.064
-6.84501923076234,0.064
-6.842638069704369,0.06
-6.842638069704369,0.06
-6.84,0.0682545454531576
-6.84,0.062800000000565
-6.84,0.0674666666700475
-6.84,0.05959
-6.84,0.0611714285714286
-6.836886075949369,0.06
-6.83371084337624,0.064
-6.82949999998604,0.066
-6.819999999999999,0.0689050505058479
-6.81316030534079,0.068
-6.8,0.0667229629619759
-6.7895515151455195,0.068
-6.779999999999999,0.0693824561401542
-6.7652710280253,0.068
-6.76,0.0676000000010458
-6.740382608694549,0.066
-6.739999999999999,0.0659185185188556
-6.739371428573699,0.066
-6.73493525179703,0.068
-6.73284076431888,0.07
-6.72529870129548,0.072
-6.720229299363489,0.078
-6.720229299363489,0.078
-6.72,0.0725913043475215
-6.72,0.0779806451612591
-6.72,0.0780214285714773
-6.71976774193487,0.078
-6.7030588235302995,0.07
-6.70145454548061,0.072
-6.699999999999999,0.0696533333336142
-6.6950810810713,0.07
-6.68599999998571,0.074
-6.68,0.0709538461526182
-6.68,0.0734068965521527
-6.68,0.0745733333332969
-6.67438532110402,0.072
-6.66247368420337,0.078
-6.66247368420337,0.078
-6.659999999999999,0.0753227053137888
-6.659999999999999,0.0777635220133116
-6.659999999999999,0.0783797979787097
-6.655775280907579,0.078
-6.6496531365265295,0.076
-6.64766153846713,0.08
-6.64,0.0773014925372842
-6.64,0.079169999998976
-6.64,0.0807063829792871
-6.632980000003269,0.078
-6.619999999999999,0.0806962962962289
-6.611908045955509,0.082
-6.6,0.0824263374477573
-6.59136666668569,0.082
-6.58983333334444,0.08
-6.579999999999999,0.0793706666664176
-6.57652941176279,0.08
-6.56934374999644,0.082
-6.56,0.0832458333346133
-6.55497222223305,0.084
-6.54241666666508,0.086
-6.54,0.0861171717173272
-6.52687323943374,0.088
-6.52,0.0888133333322411
-6.51832258066034,0.094
-6.51470631969894,0.09
-6.50580582525079,0.092
-6.5,0.0951474747468629
-6.484438356179719,0.094
-6.4799999999999995,0.0937365853653826
-6.4652727273011,0.094
-6.46,0.0947733333446929
-6.45914018692688,0.096
-6.4530576923017895,0.098
-6.447288461532559,0.102
-6.445834394909999,0.1
-6.4399999999999995,0.103329824561759
-6.42953424659864,0.104
-6.42,0.104527272728886
-6.41349832776516,0.106
-6.407595092022939,0.108
-6.40123512748153,0.112
-6.40079999998512,0.11
-6.3999999999999995,0.112309219858777
-6.383921052639449,0.116
-6.38,0.113476543211719
-6.38,0.114831372545202
-6.38,0.116431884058477
-6.37442105264648,0.114
-6.359999999999999,0.116872380953197
-6.350821705418009,0.118
-6.3409066666583795,0.12
-6.34,0.120137373736135
-6.337280000015969,0.12
-6.319999999999999,0.119177142858039
-6.315569230780439,0.12
-6.312210526302629,0.124
-6.3097662337581895,0.122
-6.3,0.12474838709628
-6.290795031059949,0.128
-6.288697674411069,0.13
-6.279999999999999,0.125836559139765
-6.279999999999999,0.126160846560708
-6.279999999999999,0.130573180076154
-6.279067484662679,0.126
-6.2706758620729595,0.134
-6.269122171943099,0.136
-6.2605026178004,0.132
-6.26,0.136599999999951
-6.248737430164129,0.136
-6.239999999999999,0.135185416667307
-6.233590163936239,0.136
-6.233148514855319,0.14
-6.228239130435959,0.138
-6.2220327868942995,0.142
-6.22,0.142570114944146
-6.20815238094022,0.144
-6.2035226337413,0.146
-6.199999999999999,0.147902222216712
-6.1995368420794295,0.148
-6.18261538461317,0.15
-6.18,0.150480808081024
-6.168430769240319,0.152
-6.159999999999999,0.15289105691208
-6.14,0.153031111110383
-6.1355862068923095,0.156
-6.13512849161578,0.154
-6.12959398496238,0.158
-6.12523428572188,0.16
-6.12092890995915,0.162
-6.119999999999999,0.162362962964716
-6.117747126425759,0.162
-6.1,0.161010256408681
-6.09473037541816,0.162
-6.079999999999999,0.163546953404448
-6.0643950617351,0.164
-6.06,0.164494444445924
-6.05942857123464,0.17
-6.05600000000484,0.166
-6.055108108102759,0.168
-6.04,0.170377777777323
-6.029571428548669,0.172
-6.025003636362819,0.174
-6.02,0.174705641025947
-6.01265753427841,0.172
-6.0058144329886,0.174
-6.0,0.171266666665496
-5.99566197182359,0.172
-5.99491891892247,0.174
-5.9799999999999995,0.175082352941599
-5.970823529408619,0.176
-5.96738181818012,0.178
-5.96,0.178922727272686
-5.9399999999999995,0.178028571430429
-5.92,0.178029268294704
-5.8999999999999995,0.179856565657097
-5.88219883042179,0.182
-5.88,0.17955111111045
-5.88,0.181035897433942
-5.88,0.182212429379892
-5.877288590599609,0.18
-5.859999999999999,0.183788505746977
-5.851723404258969,0.182
-5.84,0.181165151515183
-5.82605063291119,0.182
-5.82605063291119,0.182
-5.8247722772279396,0.18
-5.819999999999999,0.179547417840468
-5.819999999999999,0.181004166666752
-5.819999999999999,0.182579393939129
-5.815844827587029,0.18
-5.80925842696672,0.182
-5.8,0.181633777777878
-5.79007228916447,0.182
-5.779999999999999,0.182535897436738
-5.76,0.182639999999226
-5.7530526315949295,0.182
-5.75042307693452,0.18
-5.739999999999999,0.179318238992726
-5.72,0.179612851405225
-5.7091752021544195,0.178
-5.699999999999999,0.176779928315613
-5.68,0.176661333335094
-5.66541176470676,0.176
-5.659999999999999,0.175866666666073
-5.64536363636139,0.174
-5.64,0.173475555555556
-5.63151437699847,0.172
-5.6243287671232896,0.17
-5.619999999999999,0.169157333332643
-5.6116538461581,0.168
-5.6072352941180394,0.166
-5.6,0.165200000000666
-5.579999999999999,0.165215238095697
-5.57510160428154,0.162
-5.5731764705863,0.164
-5.562153846154279,0.16
-5.561354632584179,0.156
-5.561354632584179,0.156
-5.56,0.159662962962887
-5.56,0.1557604519778
-5.56,0.15638198198116
-5.55326984128848,0.156
-5.54,0.158546405229342
-5.523151515150469,0.16
-5.52,0.16027189542462
-5.518134529148139,0.16
-5.516869109950219,0.158
-5.507079136676509,0.156
-5.50448920863534,0.154
-5.5,0.153557446808703
-5.49247945205365,0.152
-5.4799999999999995,0.150187064676601
-5.479909604505489,0.148
-5.478652329748829,0.15
-5.47064026403032,0.142
-5.470138364777729,0.146
-5.463683333332329,0.144
-5.46038951311321,0.14
-5.46,0.139966666666273
-5.459118644058759,0.14
-5.444758620673509,0.144
-5.444499999998669,0.142
-5.4399999999999995,0.144224390243016
-5.43790909091749,0.144
-5.4251428571148494,0.142
-5.42,0.141760000001651
-5.41041935484105,0.14
-5.409909090912779,0.138
-5.40375119617232,0.136
-5.3999999999999995,0.135377777777171
-5.38,0.135005925925504
-5.378324324327499,0.132
-5.37301799486362,0.134
-5.371635574838679,0.13
-5.365839572195579,0.128
-5.3655537190028495,0.126
-5.359999999999999,0.12420800000028
-5.346424242436919,0.126
-5.34,0.126336507937049
-5.337095890406159,0.126
-5.328179104474,0.124
-5.32678991596977,0.122
-5.319999999999999,0.120606896551296
-5.3133999999973,0.12
-5.302043165451219,0.116
-5.3,0.118767816091837
-5.3,0.116350617281613
-5.3,0.115729523811468
-5.29474015748127,0.118
-5.284066115701919,0.112
-5.28174489796296,0.11
-5.279999999999999,0.114012765956959
-5.279999999999999,0.113929411767352
-5.279999999999999,0.10923999999949
-5.279804347833459,0.114
-5.271794117642689,0.108
-5.26,0.107045238095189
-5.246577777770179,0.104
-5.239999999999999,0.106590476192232
-5.239999999999999,0.105409523807768
-5.239999999999999,0.102839215686322
-5.232484848470899,0.106
-5.221206349226089,0.104
-5.22,0.104168888891389
-5.219692307687329,0.104
-5.208868852456599,0.102
-5.20846979865106,0.098
-5.20823021583583,0.1
-5.199999999999999,0.0965239766091419
-5.18,0.096528514056588
-5.168752136760929,0.096
-5.16870175438069,0.094
-5.16311111111908,0.092
-5.159999999999999,0.0917040650392372
-5.1510808510705495,0.09
-5.14495319149256,0.088
-5.14,0.0874535211268797
-5.1243773584882,0.084
-5.123958549216519,0.086
-5.119999999999999,0.0833555555555556
-5.10705084747935,0.086
-5.1,0.0830093189971078
-5.1,0.0857383647789488
-5.1,0.086330158730877
-5.08793013100833,0.084
-5.08700000003891,0.086
-5.081832258071899,0.082
-5.079999999999999,0.0857803921545573
-5.079999999999999,0.0822704761916443
-5.079999999999999,0.0816213333311663
-5.0709253731439095,0.08
-5.06781208054103,0.084
-5.06,0.0786057142868422
-5.04,0.0784936170218749
-5.03718218622854,0.078
-5.03101986754003,0.076
-5.022230769230069,0.072
-5.02053886008925,0.074
-5.02,0.0717135802473331
-5.017800947869749,0.072
-5.0,0.0736473684219509
-4.9861176470730895,0.07
-4.98544186046642,0.072
-4.9799999999999995,0.0687764705878385
-4.965142857148099,0.07
-4.96371428565962,0.074
-4.96,0.0710285714310235
-4.96,0.0731333333415253
-4.96,0.0741106382962159
-4.958740740740709,0.072
-4.9399999999999995,0.0740255319139974
-4.93973134329311,0.074
-4.92757142857198,0.068
-4.92757142857198,0.068
-4.92,0.0725311111117938
-4.92,0.0676376068377971
-4.92,0.0688833333333333
-4.911686274518489,0.068
-4.8999999999999995,0.0727284552847835
-4.88,0.0723843137232225
-4.87821818183071,0.072
-4.8657327935306,0.078
-4.8657327935306,0.078
-4.859999999999999,0.0712409090904436
-4.859999999999999,0.0766514285698771
-4.859999999999999,0.079123809524664
-4.85471641790483,0.078
-4.843782178228509,0.07
-4.84,0.0688424242409799
-4.83560919539009,0.07
-4.82314529914453,0.074
-4.82056296295439,0.072
-4.819999999999999,0.0745219858153754
-4.8,0.0758557377049144
-4.781442622957919,0.074
-4.7801860465215995,0.072
-4.779999999999999,0.0719829787224821
-4.77986440677235,0.072
-4.77685714284399,0.074
-4.775599999982959,0.076
-4.76848000001592,0.08
-4.760521739113529,0.078
-4.76,0.0819272727274081
-4.739999999999999,0.0802482758592312
-4.737157894764289,0.08
-4.72,0.0789650793649803
-4.710438095231719,0.082
-4.70110144927516,0.084
-4.699999999999999,0.0788459770110202
-4.699999999999999,0.0809561904780496
-4.699999999999999,0.0840617886178504
-4.69688198757094,0.08
-4.68247058824373,0.086
-4.68,0.0866222222229302
-4.659999999999999,0.0865030303027595
-4.64412195121922,0.094
-4.64412195121922,0.094
-4.64,0.0870528735638678
-4.64,0.0935903030305052
-4.64,0.0942590038313253
-4.63422222222272,0.094
-4.6275151515216795,0.088
-4.619999999999999,0.0889185185164284
-4.61517355369886,0.09
-4.601928571437029,0.092
-4.6,0.0921220338990032
-4.58529203540499,0.094
-4.579999999999999,0.095733333334758
-4.575619047640689,0.096
-4.5676444444556195,0.1
-4.563526881726649,0.102
-4.56,0.0966626262642787
-4.56,0.0989807407393666
-4.56,0.102412578616647
-4.55510447760502,0.102
-4.552561797764049,0.098
-4.54,0.101036190475627
-4.52411678831869,0.1
-4.5218648648555595,0.104
-4.52,0.0988941176478147
-4.52,0.103488888890305
-4.52,0.104080701754008
-4.51342857146045,0.104
-4.51104761907442,0.1
-4.50723809521932,0.102
-4.5,0.102894117643317
-4.4799999999999995,0.10378666666754
-4.47942857142811,0.104
-4.4695434782490695,0.106
-4.46,0.106929100528403
-4.44358878503422,0.106
-4.4399999999999995,0.10562352941356
-4.43418181820718,0.106
-4.42,0.107485714287423
-4.409200000058219,0.108
-4.3999999999999995,0.108306666668524
-4.38,0.108681904761896
-4.36567999998712,0.108
-4.359999999999999,0.107474074074243
-4.34,0.106070833334528
-4.32353777778408,0.108
-4.319999999999999,0.108737037038175
-4.314993710685,0.108
-4.31119248826478,0.106
-4.308329218113429,0.104
-4.3,0.102929100528495
-4.28981196581084,0.106
-4.28393650794205,0.104
-4.28309219859751,0.108
-4.279999999999999,0.10836333333545
-4.27813675212662,0.108
-4.26874509804303,0.106
-4.26,0.104141666666155
-4.258653465352659,0.104
-4.2522926829265595,0.102
-4.239999999999999,0.101353846153394
-4.234959999987289,0.102
-4.2240338982982495,0.104
-4.22,0.104587654320036
-4.21567272727839,0.104
-4.199999999999999,0.102955151514697
-4.1906190476195695,0.102
-4.1890256410093,0.1
-4.18,0.0994276422781349
-4.17029834253487,0.098
-4.159999999999999,0.097029166667264
-4.14,0.0975823899361212
-4.137079365055899,0.1
-4.137079365055899,0.1
-4.119999999999999,0.0975386973181162
-4.119999999999999,0.0990561403520156
-4.119999999999999,0.10054343434253
-4.115041474665699,0.1
-4.111381443324309,0.094
-4.1051808118103,0.096
-4.100144578313199,0.092
-4.1,0.0919862068965615
-4.0997894736842095,0.092
-4.079999999999999,0.0931569230772876
-4.0685482233538295,0.092
-4.064124223616179,0.09
-4.06116746412037,0.088
-4.06,0.0877676190465847
-4.058530120474529,0.088
-4.04047058816301,0.09
-4.04,0.0900130081280898
-4.0399000000153595,0.09
-4.02211627907691,0.088
-4.02173714286936,0.084
-4.02,0.0862666666658865
-4.02,0.0856888888910127
-4.02,0.083801307188016
-4.0185641025618395,0.086
-4.0,0.0836186666666667
-3.98920754716981,0.084
-3.98,0.0844582159623091
-3.9600000000000004,0.0855012345652455
-3.9550163934464098,0.084
-3.94450814331628,0.08
-3.94,0.0820301075255803
-3.94,0.0819222222253701
-3.94,0.0790184397167719
-3.9393488372364502,0.082
-3.92573195877075,0.08
-3.92433644859103,0.076
-3.9200000000000004,0.0805009009012519
-3.9200000000000004,0.0777185185175746
-3.9200000000000004,0.0757881278544203
-3.91923999999875,0.078
-3.9165889570573698,0.08
-3.91440963856973,0.076
-3.9008975609755905,0.074
-3.9,0.0767666666674544
-3.9,0.0742666666664292
-3.9,0.0739010752687519
-3.8971692307719104,0.074
-3.8829142857267205,0.076
-3.8800000000000003,0.0756909090896228
-3.86837500000158,0.074
-3.86,0.0730074074067444
-3.84817647057351,0.074
-3.8400000000000003,0.0744412698401243
-3.8364810126617397,0.074
-3.8230638297931203,0.07
-3.8230638297931203,0.07
-3.82,0.0725288135583917
-3.82,0.0698956521738872
-3.82,0.0702666666675769
-3.8171199999967205,0.07
-3.8033274336286804,0.076
-3.8033274336286804,0.076
-3.8000000000000003,0.0721055555570347
-3.8000000000000003,0.0755678160918371
-3.8000000000000003,0.076783333332992
-3.7991739130319,0.072
-3.7980913705597996,0.076
-3.78944680855262,0.068
-3.7893000000020503,0.07
-3.78,0.067564705881512
-3.7600000000000002,0.0661546666664657
-3.7570256410360003,0.066
-3.7399999999999998,0.0653676190467408
-3.72,0.0659965811976261
-3.7045298013198003,0.064
-3.6999999999999997,0.0634818181830594
-3.68729870129989,0.062
-3.68,0.0604388888871822
