B,I_c
-9.56,0.10234627195440359
-9.54581538462901,0.10430816772315261
-9.54162406014567,0.10673393906555152
-9.54060937500145,0.11158548175034932
-9.54060937500145,0.11158548175034932
-9.540000000000001,0.10693241126554058
-9.540000000000001,0.11143880720374942
-9.540000000000001,0.11167558182907053
-9.53929411764522,0.11158548175034932
-9.537981308421271,0.10673393906555152
-9.52573584906975,0.10430816772315261
-9.520000000000001,0.1038843547956947
-9.515323076894731,0.10430816772315261
-9.50992670156282,0.10673393906555152
-9.50784615382568,0.10915971040795042
-9.5,0.11059407954963041
-9.49473548387984,0.10915971040795042
-9.49007821229446,0.10188239638075373
-9.487526315800771,0.10673393906555152
-9.48,0.10463160390063375
-9.48,0.10409254360429666
-9.48,0.10066681540855954
-9.47920361991148,0.10430816772315261
-9.46,0.09984376834484958
-9.45128795811868,0.10188239638075373
-9.441385214011481,0.10915971040795042
-9.441385214011481,0.10915971040795042
-9.440000000000001,0.10359153461903187
-9.440000000000001,0.10870993196999484
-9.440000000000001,0.10978548910367933
-9.438458874453971,0.10915971040795042
-9.42,0.10291871230161306
-9.41013432836732,0.10673393906555152
-9.403159999991601,0.10430816772315261
-9.4,0.10823813883024389
-9.38,0.1078723075773549
-9.37587234041946,0.10430816772315261
-9.36694545455733,0.10673393906555152
-9.360000000000001,0.10236233393570425
-9.35091358026705,0.10188239638075373
-9.34,0.10147626345089367
-9.33539583333086,0.10188239638075373
-9.32,0.10422572320762293
-9.317737373724661,0.10673393906555152
-9.317523809549591,0.10430816772315261
-9.3,0.1082444548384485
-9.28874358973729,0.10673393906555152
-9.281128205173491,0.10430816772315261
-9.280000000000001,0.10426477994109021
-9.275999999851061,0.10430816772315261
-9.26,0.10501972731400845
-9.25511111110332,0.10430816772315261
-9.25511111110332,0.10430816772315261
-9.24429629634583,0.10673393906555152
-9.24,0.10693784448673309
-9.24,0.10320848471691685
-9.24,0.1063075913671315
-9.23793939394457,0.10430816772315261
-9.22861261262757,0.10915971040795042
-9.222712121218791,0.11158548175034932
-9.22,0.11284407036236309
-9.21541025640243,0.11158548175034932
-9.2045757575712,0.10673393906555152
-9.200000000000001,0.11038557345562153
-9.200000000000001,0.10721275144803132
-9.200000000000001,0.10634007726727444
-9.193836734696381,0.10673393906555152
-9.181883720937561,0.10430816772315261
-9.18066141733292,0.10915971040795042
-9.18,0.10411265779338207
-9.18,0.10477599505524664
-9.18,0.10901820707757386
-9.17962831857897,0.10915971040795042
-9.17811627906352,0.10430816772315261
-9.1710315789441,0.11158548175034932
-9.16246153846915,0.11401125309274822
-9.16,0.11500058728761614
-9.156103225797871,0.11643702443514711
-9.15135714286446,0.11886279577754602
-9.14,0.11937705930204445
-9.13738271604854,0.11886279577754602
-9.12400000000378,0.11643702443514711
-9.120000000000001,0.1157551860021396
-9.108089552241971,0.11401125309274822
-9.1,0.11307879347153243
-9.09397777778306,0.11401125309274822
-9.08687179484829,0.11643702443514711
-9.08,0.11757756253810442
-9.07742307693416,0.11643702443514711
-9.06,0.1147132998572316
-9.050043956042611,0.11643702443514711
-9.040000000000001,0.11764858454755768
-9.027213389122121,0.11401125309274822
-9.020000000000001,0.11699813720081233
-9.020000000000001,0.11559535528612697
-9.020000000000001,0.11309414129658157
-9.0,0.11782906838042849
-9.0,0.11434895851387104
-9.0,0.11340693812740761
-8.99271794873646,0.11401125309274822
-8.98980952383978,0.11158548175034932
-8.98980952383978,0.11158548175034932
-8.988955974846801,0.11643702443514711
-8.98,0.11463791068932759
-8.98,0.11108072528791114
-8.98,0.11309975113578438
-8.97007228914317,0.11158548175034932
-8.967398230090241,0.11643702443514711
-8.96645783129315,0.11886279577754602
-8.96,0.11935530086526462
-8.95479611652529,0.11886279577754602
-8.949804878038691,0.11643702443514711
-8.940000000000001,0.11488915129371063
-8.93400000001211,0.11643702443514711
-8.92,0.11747600777776591
-8.91823255813679,0.11401125309274822
-8.91823255813679,0.11401125309274822
-8.910369230763301,0.11886279577754602
-8.9,0.1199108533952284
-8.9,0.1133221934068997
-8.9,0.1151852066296654
-8.89500636942585,0.11401125309274822
-8.88,0.12034413347520583
-8.874090322589021,0.11886279577754602
-8.86843243241405,0.11643702443514711
-8.86839408867278,0.11401125309274822
-8.860000000000001,0.11286305465767726
-8.84,0.11295604256120585
-8.82,0.1126713032113495
-8.81557647057064,0.11158548175034932
-8.81284210515877,0.10915971040795042
-8.8,0.1090124745363298
-8.798405228767841,0.10915971040795042
-8.79529166667003,0.11401125309274822
-8.792257309935911,0.11158548175034932
-8.78437037040177,0.11643702443514711
-8.78115032678811,0.11886279577754602
-8.780000000000001,0.11905004830102969
-8.77829126214654,0.11886279577754602
-8.774511627866891,0.11643702443514711
-8.76,0.11414356789751279
-8.75969491524393,0.11401125309274822
-8.75557281551452,0.11158548175034932
-8.74,0.11068480183548486
-8.72155555554082,0.11643702443514711
-8.72155555554082,0.11643702443514711
-8.72,0.11051934026982317
-8.72,0.1162437515984074
-8.72,0.11653861656728218
-8.715916666709331,0.11643702443514711
-8.707422222217671,0.11401125309274822
-8.700000000000001,0.1110942249125773
-8.700000000000001,0.11237447000513759
-8.700000000000001,0.11555450571634884
-8.683088607592161,0.11401125309274822
-8.683052631534931,0.11158548175034932
-8.68,0.11236711917443613
-8.67420000007864,0.11158548175034932
-8.66,0.11121509515799462
-8.651999999995011,0.10915971040795042
-8.64,0.10764264071255726
-8.6282057142871,0.11158548175034932
-8.624942675157241,0.10915971040795042
-8.620000000000001,0.11229349143468641
-8.6170606060628,0.10915971040795042
-8.61461111111374,0.10673393906555152
-8.61409053498023,0.11158548175034932
-8.6,0.10518732606539408
-8.58289430894121,0.10673393906555152
-8.58,0.10705378150899351
-8.565886792450561,0.10430816772315261
-8.565886792450561,0.10430816772315261
-8.56,0.10777612231184203
-8.56,0.1039259249664058
-8.56,0.10545489599196986
-8.55303999998113,0.10673393906555152
-8.548857142840841,0.10430816772315261
-8.540000000000001,0.10497660249176273
-8.52654794520645,0.11158548175034932
-8.52654794520645,0.11158548175034932
-8.520000000000001,0.10635322772952452
-8.520000000000001,0.11079669351725535
-8.520000000000001,0.11230123403509257
-8.514775956280161,0.11158548175034932
-8.506898550724431,0.10673393906555152
-8.500730158733411,0.10430816772315261
-8.5,0.10324544884771764
-8.5,0.10498444337187625
-8.5,0.10710402469374883
-8.498440677960781,0.10430816772315261
-8.48055882353243,0.10915971040795042
-8.48,0.10922372381871981
-8.47051851855133,0.10673393906555152
-8.467333333178601,0.10915971040795042
-8.46,0.1060163150377845
-8.443452991461681,0.10188239638075373
-8.44266666660785,0.10430816772315261
-8.440000000000001,0.1015194291119552
-8.438555555586401,0.10430816772315261
-8.4303809523986,0.10188239638075373
-8.42,0.10585142035036534
-8.4,0.10642001571476278
-8.389104294474231,0.10430816772315261
-8.38589573459514,0.10188239638075373
-8.38374193548999,0.09945662503835483
-8.38,0.09870625310037173
-8.37346478872034,0.09945662503835483
-8.360000000000001,0.10083700444521919
-8.35529870129598,0.10188239638075373
-8.34532824426916,0.10430816772315261
-8.34,0.10526477133686654
-8.3329849246298,0.10430816772315261
-8.33201355932621,0.10188239638075373
-8.323999999997291,0.09945662503835483
-8.32,0.09847823059940455
-8.316975000007371,0.09945662503835483
-8.30093617024189,0.09217931101115813
-8.30093617024189,0.09217931101115813
-8.3,0.10082920732338423
-8.3,0.09215151571354328
-8.3,0.09225046697311054
-8.29922807014897,0.09217931101115813
-8.28759817350839,0.09945662503835483
-8.280000000000001,0.09799413101220296
-8.26868027211356,0.09945662503835483
-8.26,0.10081420584328629
-8.24,0.10054884413548136
-8.22,0.09973725348723095
-8.21813333339275,0.09703085369595593
-8.21016666670746,0.09945662503835483
-8.20781481480166,0.09460508235355704
-8.200000000000001,0.09392263201633001
-8.19754954954964,0.09703085369595593
-8.19448366013683,0.09460508235355704
-8.18128888887694,0.10188239638075373
-8.18,0.09878100279867537
-8.18,0.10170869917471967
-8.18,0.10196467400450691
-8.17483161512747,0.09945662503835483
-8.16,0.10262567760021667
-8.158000000053251,0.10915971040795042
-8.158000000053251,0.10915971040795042
-8.14506250000251,0.10188239638075373
-8.14,0.10174154514130863
-8.14,0.10866423370773756
-8.14,0.109535313712866
-8.1380828402344,0.10188239638075373
-8.137818181804871,0.10430816772315261
-8.136487804874111,0.10915971040795042
-8.120000000000001,0.10612412710191435
-8.100576576576941,0.10430816772315261
-8.1,0.10423423945371327
-8.09948800000002,0.10430816772315261
-8.08177431907122,0.10915971040795042
-8.08177431907122,0.10915971040795042
-8.08,0.10631809255061936
-8.08,0.10800746901699891
-8.08,0.10986878203203425
-8.06914285709683,0.10915971040795042
-8.06,0.1051948289722778
-8.055780219804381,0.10915971040795042
-8.04986407767579,0.11158548175034932
-8.04958490564927,0.10673393906555152
-8.040000000000001,0.11219856226853933
-8.035601731603991,0.11158548175034932
-8.03240211639545,0.10915971040795042
-8.02387301590342,0.10673393906555152
-8.020000000000001,0.1061536565055819
-8.01876767675604,0.10673393906555152
-8.01010970464671,0.10915971040795042
-7.999999999999999,0.1107741960022195
-7.99817142864486,0.11401125309274822
-7.986913043509099,0.11158548175034932
-7.986417391309689,0.11643702443514711
-7.98463636363313,0.11886279577754602
-7.9799999999999995,0.11963001648082304
-7.976774703558829,0.11886279577754602
-7.971978260865389,0.11643702443514711
